色彩空间	光源	适应算法	基色	归一化值x	归一化值y	归一化值z	相对值X	相对值Y	相对值Z	刺激值X	刺激值Y	刺激值Z
Adobe RGB (1998)	F8 - CIE1964	Bradford	红色	0.64926701	0.33062753	0.02010546	1.9637415	1.0	0.06081001	0.61498471	0.31316989	0.01904386	
Adobe RGB (1998)	F8 - CIE1964	Bradford	绿色	0.23375613	0.69884979	0.06739407	0.33448695	1.0	0.09643571	0.20879029	0.62421058	0.06019619	
Adobe RGB (1998)	F8 - CIE1964	Bradford	蓝色	0.15645325	0.06646285	0.7770839	2.3539954	1.0	11.6920034	0.14740863	0.06262061	0.73216038	
Adobe RGB (1998)	F8 - CIE1931	XYZScaling	红色	0.64798777	0.32937202	0.0226402	1.96734308	1.0	0.06873749	0.58501111	0.297361	0.02043985	
Adobe RGB (1998)	F8 - CIE1931	XYZScaling	绿色	0.21659689	0.72190027	0.06150284	0.30003714	1.0	0.08519576	0.1882298	0.627355	0.05344798	
Adobe RGB (1998)	F8 - CIE1931	XYZScaling	蓝色	0.18797219	0.0741207	0.73790711	2.5360282	1.0	9.95547918	0.19092488	0.075285	0.74949825	
Adobe RGB (1998)	F8 - CIE1964	XYZScaling	红色	0.64985399	0.32793283	0.02221318	1.98166796	1.0	0.06773698	0.58927077	0.297361	0.02014234	
Adobe RGB (1998)	F8 - CIE1964	XYZScaling	绿色	0.21802533	0.72140833	0.06056633	0.30222181	1.0	0.08395569	0.18960036	0.627355	0.05267002	
Adobe RGB (1998)	F8 - CIE1964	XYZScaling	蓝色	0.19113216	0.07482193	0.73404592	2.55449386	1.0	9.81057207	0.19231507	0.075285	0.73858892	
Adobe RGB (1998)	F8 - CIE1931	VonKries	红色	0.65262158	0.32518694	0.02219148	2.00691202	1.0	0.06824222	0.60110846	0.29951909	0.02043985	
Adobe RGB (1998)	F8 - CIE1931	VonKries	绿色	0.24442339	0.69610539	0.05947122	0.35112986	1.0	0.08543422	0.21966822	0.62560392	0.05344798	
Adobe RGB (1998)	F8 - CIE1931	VonKries	蓝色	0.14816191	0.07737246	0.77446562	1.91491786	1.0	10.00957688	0.14338544	0.07487811	0.74949823	
Adobe RGB (1998)	F8 - CIE1964	VonKries	红色	0.65395142	0.32426418	0.0217844	2.0167242	1.0	0.06718103	0.60465777	0.29982175	0.02014233	
Adobe RGB (1998)	F8 - CIE1964	VonKries	绿色	0.24898083	0.69267915	0.05834002	0.35944611	1.0	0.08422373	0.22478267	0.62535846	0.05267002	
Adobe RGB (1998)	F8 - CIE1964	VonKries	蓝色	0.14839708	0.0783341	0.77326882	1.89441219	1.0	9.87141999	0.1417417	0.07482094	0.7385889	
Adobe RGB (1998)	F9 - CIE1931	Bradford	红色	0.65474449	0.32996192	0.01529359	1.98430316	1.0	0.04634955	0.64601039	0.32556033	0.01508957	
Adobe RGB (1998)	F9 - CIE1931	Bradford	绿色	0.25405329	0.68543419	0.06051251	0.37064578	1.0	0.08828348	0.22897471	0.61777234	0.05453909	
Adobe RGB (1998)	F9 - CIE1931	Bradford	蓝色	0.16199583	0.07132928	0.76667489	2.27109853	1.0	10.74838919	0.12870059	0.05666887	0.60909909	
Adobe RGB (1998)	F9 - CIE1964	Bradford	红色	0.65577609	0.32925484	0.01496907	1.99169767	1.0	0.04546348	0.65591468	0.32932442	0.01497223	
Adobe RGB (1998)	F9 - CIE1964	Bradford	绿色	0.26109672	0.67914062	0.05976266	0.38445163	1.0	0.08799748	0.23603391	0.61394957	0.05402602	
Adobe RGB (1998)	F9 - CIE1964	Bradford	蓝色	0.16252446	0.07133045	0.76614509	2.27847218	1.0	10.74078529	0.12925294	0.0567279	0.60930219	
Adobe RGB (1998)	F9 - CIE1931	XYZScaling	红色	0.65965226	0.3220973	0.01825045	2.04799067	1.0	0.05666129	0.60899255	0.297361	0.01684886	
Adobe RGB (1998)	F9 - CIE1931	XYZScaling	绿色	0.22591103	0.72329346	0.05079551	0.31233661	1.0	0.07022808	0.19594593	0.627355	0.04405794	
Adobe RGB (1998)	F9 - CIE1931	XYZScaling	蓝色	0.2228509	0.0844136	0.69273549	2.63998797	1.0	8.20644368	0.19875149	0.075285	0.61782211	
Adobe RGB (1998)	F9 - CIE1964	XYZScaling	红色	0.66353333	0.31843509	0.01803158	2.08373182	1.0	0.05662561	0.61962058	0.297361	0.01683825	
Adobe RGB (1998)	F9 - CIE1964	XYZScaling	绿色	0.22895822	0.72047599	0.05056579	0.31778745	1.0	0.07018386	0.19936554	0.627355	0.0440302	
Adobe RGB (1998)	F9 - CIE1964	XYZScaling	蓝色	0.22595982	0.08412313	0.68991705	2.68606055	1.0	8.20127645	0.20222007	0.075285	0.6174331	
Adobe RGB (1998)	F9 - CIE1931	VonKries	红色	0.6629707	0.31920423	0.01782507	2.07694835	1.0	0.05584222	0.62666218	0.30172257	0.01684886	
Adobe RGB (1998)	F9 - CIE1931	VonKries	绿色	0.27721346	0.6751062	0.04768034	0.410622	1.0	0.07062642	0.25615282	0.6238166	0.04405794	
Adobe RGB (1998)	F9 - CIE1931	VonKries	蓝色	0.14864146	0.09157215	0.75978638	1.62321687	1.0	8.29713347	0.12086816	0.07446211	0.6178221	
Adobe RGB (1998)	F9 - CIE1964	VonKries	红色	0.66496585	0.31735648	0.01767767	2.09532777	1.0	0.05570287	0.63339022	0.30228694	0.01683825	
Adobe RGB (1998)	F9 - CIE1964	VonKries	绿色	0.28496502	0.66786141	0.04717357	0.42668287	1.0	0.07063377	0.2659766	0.62335898	0.04403019	
Adobe RGB (1998)	F9 - CIE1964	VonKries	蓝色	0.14974052	0.09138831	0.75887117	1.63850846	1.0	8.30381003	0.12183195	0.0743554	0.61743308	
Adobe RGB (1998)	F10 - CIE1931	Bradford	红色	0.64848428	0.3310071	0.02050862	1.95912496	1.0	0.06195825	0.60913155	0.31092021	0.01926407	
Adobe RGB (1998)	F10 - CIE1931	Bradford	绿色	0.22958524	0.70236931	0.06804545	0.32687254	1.0	0.09687987	0.20469963	0.62623684	0.06066975	
Adobe RGB (1998)	F10 - CIE1931	Bradford	蓝色	0.15605205	0.06628895	0.777659	2.35411881	1.0	11.7313527	0.14794188	0.06284384	0.7372433	
Adobe RGB (1998)	F10 - CIE1964	Bradford	红色	0.64996679	0.32971483	0.02031838	1.97129982	1.0	0.0616241	0.62369164	0.31638599	0.019497	
Adobe RGB (1998)	F10 - CIE1964	Bradford	绿色	0.24037617	0.69221736	0.06740648	0.34725533	1.0	0.09737762	0.21529525	0.6199912	0.06037327	
Adobe RGB (1998)	F10 - CIE1964	Bradford	蓝色	0.15634669	0.06584915	0.77780415	2.37431585	1.0	11.811908	0.15106415	0.06362428	0.75152419	
Adobe RGB (1998)	F10 - CIE1931	XYZScaling	红色	0.64753206	0.32995844	0.02250951	1.96246553	1.0	0.06821922	0.58356071	0.297361	0.02028574	
Adobe RGB (1998)	F10 - CIE1931	XYZScaling	绿色	0.21627632	0.72262341	0.06110027	0.29929327	1.0	0.0845534	0.18776313	0.627355	0.053045	
Adobe RGB (1998)	F10 - CIE1931	XYZScaling	蓝色	0.18864361	0.07457033	0.73678605	2.52974073	1.0	9.88041766	0.19045153	0.075285	0.74384724	
Adobe RGB (1998)	F10 - CIE1964	XYZScaling	红色	0.65386603	0.32366935	0.02246463	2.02016668	1.0	0.0694061	0.60071878	0.297361	0.02063867	
Adobe RGB (1998)	F10 - CIE1964	XYZScaling	绿色	0.22099512	0.71729957	0.06170531	0.3080932	1.0	0.08602446	0.19328381	0.627355	0.05396787	
Adobe RGB (1998)	F10 - CIE1964	XYZScaling	蓝色	0.19068817	0.07322554	0.73608629	2.60412111	1.0	10.05231645	0.19605126	0.075285	0.75678864	
Adobe RGB (1998)	F10 - CIE1931	VonKries	红色	0.65258089	0.32537924	0.02203987	2.00560091	1.0	0.06773594	0.60064263	0.29948263	0.02028574	
Adobe RGB (1998)	F10 - CIE1931	VonKries	绿色	0.24392219	0.69698334	0.05909448	0.34996846	1.0	0.08478607	0.21895198	0.62563346	0.053045	
Adobe RGB (1998)	F10 - CIE1931	VonKries	蓝色	0.14796099	0.07793143	0.77410759	1.89860488	1.0	9.93318904	0.1421771	0.07488504	0.74384723	
Adobe RGB (1998)	F10 - CIE1964	VonKries	红色	0.65541311	0.32242728	0.0221596	2.03274708	1.0	0.06872745	0.61042842	0.30029728	0.02063867	
Adobe RGB (1998)	F10 - CIE1964	VonKries	绿色	0.2557653	0.68507673	0.05915797	0.37333818	1.0	0.08635233	0.23332627	0.62497297	0.05396787	
Adobe RGB (1998)	F10 - CIE1964	VonKries	蓝色	0.14961398	0.07642651	0.77395952	1.95761894	1.0	10.12684678	0.14629467	0.07473093	0.75678863	
Adobe RGB (1998)	F11 - CIE1931	Bradford	红色	0.65595765	0.32993194	0.01411041	1.98816051	1.0	0.04276763	0.65247695	0.32818123	0.01403553	
Adobe RGB (1998)	F11 - CIE1931	Bradford	绿色	0.25810915	0.6830827	0.05880815	0.37785929	1.0	0.08609229	0.23305805	0.61678529	0.05310046	
Adobe RGB (1998)	F11 - CIE1931	Bradford	蓝色	0.16377119	0.0729861	0.76324271	2.2438684	1.0	10.45737141	0.12349149	0.05503509	0.57552235	
Adobe RGB (1998)	F11 - CIE1964	Bradford	红色	0.65729281	0.32870208	0.01400511	1.99966124	1.0	0.04260732	0.66768435	0.33389873	0.01422653	
Adobe RGB (1998)	F11 - CIE1964	Bradford	绿色	0.26907452	0.67279779	0.05812769	0.39993371	1.0	0.08639697	0.24409662	0.6103427	0.05273176	
Adobe RGB (1998)	F11 - CIE1964	Bradford	蓝色	0.16404564	0.0723367	0.76361766	2.26780654	1.0	10.55643521	0.12645463	0.05576077	0.58863491	
Adobe RGB (1998)	F11 - CIE1931	XYZScaling	红色	0.66148214	0.32128108	0.01723678	2.05888917	1.0	0.05365017	0.61223334	0.297361	0.01595347	
Adobe RGB (1998)	F11 - CIE1931	XYZScaling	绿色	0.22745377	0.724378	0.04816823	0.31399872	1.0	0.06649599	0.19698867	0.627355	0.04171659	
Adobe RGB (1998)	F11 - CIE1931	XYZScaling	蓝色	0.23231363	0.08753218	0.68015419	2.65403682	1.0	7.77033313	0.19980916	0.075285	0.58498953	
Adobe RGB (1998)	F11 - CIE1964	XYZScaling	红色	0.66761526	0.31513728	0.01724746	2.11849028	1.0	0.05472998	0.62995639	0.297361	0.01627456	
Adobe RGB (1998)	F11 - CIE1964	XYZScaling	绿色	0.23228351	0.71894718	0.04876931	0.32308842	1.0	0.06783434	0.20269113	0.627355	0.04255621	
Adobe RGB (1998)	F11 - CIE1964	XYZScaling	蓝色	0.23425647	0.08578101	0.67996252	2.73086638	1.0	7.92672564	0.20559328	0.075285	0.59676354	
Adobe RGB (1998)	F11 - CIE1931	VonKries	红色	0.6649626	0.31823347	0.01680394	2.08954326	1.0	0.0528038	0.63130798	0.30212726	0.01595347	
Adobe RGB (1998)	F11 - CIE1931	VonKries	绿色	0.28313364	0.67190995	0.0449564	0.42138629	1.0	0.06690838	0.26272942	0.62348829	0.04171659	
Adobe RGB (1998)	F11 - CIE1931	VonKries	蓝色	0.14849178	0.09606075	0.75544747	1.54581122	1.0	7.86426814	0.11498633	0.07438575	0.58498952	
Adobe RGB (1998)	F11 - CIE1964	VonKries	红色	0.66771895	0.31534244	0.01693861	2.11744081	1.0	0.05371496	0.64154236	0.30298007	0.01627456	
Adobe RGB (1998)	F11 - CIE1964	VonKries	绿色	0.29450761	0.66036885	0.04512354	0.44597441	1.0	0.06833081	0.27775146	0.62279686	0.04255621	
Adobe RGB (1998)	F11 - CIE1964	VonKries	蓝色	0.15056926	0.09396371	0.75546703	1.60241937	1.0	8.03998764	0.11893867	0.07422443	0.59676353	
Adobe RGB (1998)	F12 - CIE1931	Bradford	红色	0.66550462	0.32844818	0.0060472	2.02620886	1.0	0.01841143	0.71673402	0.35373156	0.0065127	
Adobe RGB (1998)	F12 - CIE1931	Bradford	绿色	0.29922453	0.65496332	0.04581215	0.45685692	1.0	0.06994613	0.2752205	0.60242166	0.04213706	
Adobe RGB (1998)	F12 - CIE1931	Bradford	蓝色	0.1860024	0.09211205	0.72188555	2.01930577	1.0	7.83703673	0.08854547	0.04384946	0.34364984	
Adobe RGB (1998)	F12 - CIE1964	Bradford	红色	0.66679795	0.32718624	0.00601581	2.03797673	1.0	0.0183865	0.7346997	0.36050446	0.00662841	
Adobe RGB (1998)	F12 - CIE1964	Bradford	绿色	0.3116508	0.64338901	0.04496019	0.48438937	1.0	0.06988026	0.2882021	0.59498022	0.04157737	
Adobe RGB (1998)	F12 - CIE1964	Bradford	蓝色	0.18608162	0.09061629	0.72330209	2.05351193	1.0	7.982032	0.09141964	0.04451868	0.35534952	
Adobe RGB (1998)	F12 - CIE1931	XYZScaling	红色	0.68100242	0.30888174	0.01011585	2.20473512	1.0	0.0327499	0.65560224	0.297361	0.00973854	
Adobe RGB (1998)	F12 - CIE1931	XYZScaling	绿色	0.24421373	0.72630453	0.02948174	0.33624151	1.0	0.04059143	0.21094279	0.627355	0.02546523	
Adobe RGB (1998)	F12 - CIE1931	XYZScaling	蓝色	0.33103505	0.11647791	0.55248704	2.84204137	1.0	4.74327725	0.21396308	0.075285	0.35709763	
Adobe RGB (1998)	F12 - CIE1964	XYZScaling	红色	0.68746512	0.30234889	0.01018599	2.27374776	1.0	0.03368953	0.67612391	0.297361	0.01001795	
Adobe RGB (1998)	F12 - CIE1964	XYZScaling	绿色	0.24973778	0.72018994	0.03007228	0.34676655	1.0	0.04175604	0.21754573	0.627355	0.02619586	
Adobe RGB (1998)	F12 - CIE1964	XYZScaling	蓝色	0.33267649	0.11350261	0.5538209	2.93100297	1.0	4.87936712	0.22066056	0.075285	0.36734315	
Adobe RGB (1998)	F12 - CIE1931	VonKries	红色	0.68183154	0.30835619	0.00981227	2.21118162	1.0	0.03182121	0.67670854	0.30603933	0.00973854	
Adobe RGB (1998)	F12 - CIE1931	VonKries	绿色	0.33655159	0.63728646	0.02616194	0.52810096	1.0	0.04105209	0.327589	0.6203151	0.02546523	
Adobe RGB (1998)	F12 - CIE1931	VonKries	蓝色	0.15030823	0.14527717	0.7044146	1.03463076	1.0	4.84876317	0.07619761	0.07364716	0.35709762	
Adobe RGB (1998)	F12 - CIE1964	VonKries	红色	0.6847898	0.30525098	0.00995923	2.24336645	1.0	0.03262636	0.68882766	0.30705089	0.01001795	
Adobe RGB (1998)	F12 - CIE1964	VonKries	绿色	0.34847465	0.62509278	0.02643257	0.55747669	1.0	0.04228583	0.34535398	0.61949494	0.02619586	
Adobe RGB (1998)	F12 - CIE1964	VonKries	蓝色	0.15382871	0.14100806	0.70516322	1.09092141	1.0	5.00087162	0.08013453	0.07345582	0.36734315	
Adobe RGB (1998)	ICC - CIE1931	Bradford	红色	0.64843801	0.33085751	0.02070447	1.95987091	1.0	0.06257822	0.60976696	0.31112608	0.01946972	
Adobe RGB (1998)	ICC - CIE1931	Bradford	绿色	0.23016987	0.70156702	0.0682631	0.32807966	1.0	0.0973009	0.20526715	0.62566252	0.06087753	
Adobe RGB (1998)	ICC - CIE1931	Bradford	蓝色	0.15589351	0.06605175	0.77805474	2.36017207	1.0	11.77947126	0.14919203	0.06321235	0.74460809	
Adobe RGB (1998)	ICC - CIE1964	Bradford	红色	0.64892705	0.33078288	0.02029007	1.96179153	1.0	0.06133956	0.61248513	0.31220704	0.01915064	
Adobe RGB (1998)	ICC - CIE1964	Bradford	绿色	0.23198405	0.700328	0.06768795	0.33125057	1.0	0.09665179	0.20705023	0.62505623	0.0604128	
Adobe RGB (1998)	ICC - CIE1964	Bradford	蓝色	0.15626987	0.0663739	0.77735624	2.35438742	1.0	11.71177643	0.14770893	0.06273773	0.73477032	
Adobe RGB (1998)	ICC - CIE1931	XYZScaling	红色	0.64797462	0.32934393	0.02268144	1.96747095	1.0	0.06886856	0.58504913	0.297361	0.02047882	
Adobe RGB (1998)	ICC - CIE1931	XYZScaling	绿色	0.21658252	0.72180546	0.06161202	0.30005664	1.0	0.08535821	0.18824203	0.627355	0.0535499	
Adobe RGB (1998)	ICC - CIE1931	XYZScaling	蓝色	0.18771798	0.07401565	0.73826637	2.53619302	1.0	9.97446288	0.19093729	0.075285	0.75092744	
Adobe RGB (1998)	ICC - CIE1964	XYZScaling	红色	0.64887631	0.32877308	0.0223506	1.97362968	1.0	0.06798186	0.5868805	0.297361	0.02021515	
Adobe RGB (1998)	ICC - CIE1964	XYZScaling	绿色	0.21728554	0.7218887	0.06082577	0.3009959	1.0	0.0842592	0.18883128	0.627355	0.05286043	
Adobe RGB (1998)	ICC - CIE1964	XYZScaling	蓝色	0.18999997	0.07468165	0.73531839	2.54413201	1.0	9.84603882	0.19153498	0.075285	0.74125903	
Adobe RGB (1998)	ICC - CIE1931	VonKries	红色	0.65256603	0.32519876	0.02223521	2.00666824	1.0	0.06837421	0.60101908	0.29951094	0.02047882	
Adobe RGB (1998)	ICC - CIE1931	VonKries	绿色	0.24429176	0.69612276	0.05958548	0.35093201	1.0	0.08559623	0.21954676	0.62561054	0.0535499	
Adobe RGB (1998)	ICC - CIE1931	VonKries	蓝色	0.14818358	0.07723803	0.77457838	1.9185313	1.0	10.02845823	0.14365895	0.07487965	0.75092742	
Adobe RGB (1998)	ICC - CIE1964	VonKries	红色	0.65335857	0.32473586	0.02190557	2.01196927	1.0	0.06745659	0.60293981	0.29967645	0.02021515	
Adobe RGB (1998)	ICC - CIE1964	VonKries	绿色	0.24681749	0.69448961	0.0586929	0.35539407	1.0	0.08451229	0.22229056	0.62547628	0.05286043	
Adobe RGB (1998)	ICC - CIE1964	VonKries	蓝色	0.14821995	0.07812007	0.77365997	1.89733499	1.0	9.90347199	0.14201248	0.0748484	0.74125902	
Apple RGB	A - CIE1931	Bradford	红色	0.65726675	0.33588958	0.00684367	1.95679413	1.0	0.02037477	0.57030131	0.29144676	0.00593816	
Apple RGB	A - CIE1931	Bradford	绿色	0.37903584	0.56812182	0.05284234	0.66717352	1.0	0.09301234	0.4374372	0.65565732	0.06098422	
Apple RGB	A - CIE1931	Bradford	蓝色	0.20981734	0.12228389	0.66789877	1.71582162	1.0	5.46187055	0.0907634	0.05289792	0.2889216	
Apple RGB	A - CIE1964	Bradford	红色	0.6581097	0.33529701	0.00659329	1.96276636	1.0	0.01966403	0.5763397	0.29363642	0.00577408	
Apple RGB	A - CIE1964	Bradford	绿色	0.38362772	0.56435182	0.05202046	0.67976697	1.0	0.09217736	0.44428737	0.65358776	0.06024599	
Apple RGB	A - CIE1964	Bradford	蓝色	0.21142479	0.12285219	0.66572302	1.72096883	1.0	5.41889409	0.0908294	0.05277806	0.28599873	
Apple RGB	A - CIE1931	XYZScaling	红色	0.67271229	0.31663658	0.01065113	2.12455645	1.0	0.03363836	0.51973874	0.244634	0.00822909	
Apple RGB	A - CIE1931	XYZScaling	绿色	0.33728636	0.62014113	0.04257251	0.54388645	1.0	0.0686497	0.36551019	0.672034	0.04613494	
Apple RGB	A - CIE1931	XYZScaling	蓝色	0.35657978	0.13933361	0.50408662	2.55918	1.0	3.61783945	0.21326159	0.083332	0.3014818	
Apple RGB	A - CIE1964	XYZScaling	红色	0.67536506	0.31418004	0.01045489	2.14961159	1.0	0.03327676	0.52586808	0.244634	0.00814063	
Apple RGB	A - CIE1964	XYZScaling	绿色	0.34006698	0.61796588	0.04196714	0.55030057	1.0	0.06791175	0.36982069	0.672034	0.045639	
Apple RGB	A - CIE1964	XYZScaling	蓝色	0.36122333	0.1395029	0.49927377	2.58936071	1.0	3.57894897	0.21577661	0.083332	0.29824098	
Apple RGB	A - CIE1931	VonKries	红色	0.67402739	0.31565515	0.01031745	2.13532835	1.0	0.03268584	0.53759665	0.25176299	0.00822909	
Apple RGB	A - CIE1931	VonKries	绿色	0.40322967	0.55814076	0.03862957	0.72245157	1.0	0.06921116	0.48157345	0.66658233	0.04613493	
Apple RGB	A - CIE1931	VonKries	蓝色	0.17153044	0.17656588	0.65190368	0.9714812	1.0	3.69212707	0.0793266	0.08165531	0.30148179	
Apple RGB	A - CIE1964	VonKries	红色	0.67553761	0.31431259	0.01014981	2.14925406	1.0	0.03229208	0.54181311	0.25209356	0.00814063	
Apple RGB	A - CIE1964	VonKries	绿色	0.40767847	0.55435222	0.03796932	0.73541416	1.0	0.06849312	0.49002827	0.66632966	0.045639	
Apple RGB	A - CIE1964	VonKries	蓝色	0.17327997	0.17756302	0.64915701	0.97587873	1.0	3.65592462	0.07960969	0.08157744	0.29824097	
Apple RGB	B - CIE1931	Bradford	红色	0.63615039	0.33890473	0.02494488	1.87707734	1.0	0.07360439	0.48532561	0.25855387	0.0190307	
Apple RGB	B - CIE1931	Bradford	绿色	0.30974947	0.58842937	0.10182116	0.52640043	1.0	0.17303889	0.35159623	0.66792541	0.11557707	
Apple RGB	B - CIE1931	Bradford	蓝色	0.16281149	0.0777062	0.75948231	2.09521883	1.0	9.77376715	0.15404309	0.07352124	0.7185795	
Apple RGB	B - CIE1964	Bradford	红色	0.63651291	0.33890804	0.02457905	1.87812868	1.0	0.07252425	0.48642472	0.25899435	0.01878337	
Apple RGB	B - CIE1964	Bradford	绿色	0.3106682	0.58841181	0.10091999	0.52797749	1.0	0.17151252	0.35263017	0.66788863	0.11455126	
Apple RGB	B - CIE1964	Bradford	蓝色	0.16318968	0.07810951	0.7587008	2.08924212	1.0	9.71329575	0.15276025	0.07311754	0.71021232	
Apple RGB	B - CIE1931	XYZScaling	红色	0.63944806	0.33364282	0.02690911	1.91656471	1.0	0.08065245	0.46885689	0.244634	0.01973033	
Apple RGB	B - CIE1931	XYZScaling	绿色	0.29641704	0.60414294	0.09944002	0.49064057	1.0	0.16459685	0.32972714	0.672034	0.11061468	
Apple RGB	B - CIE1931	XYZScaling	蓝色	0.19266125	0.0834523	0.72388645	2.30863909	1.0	8.67425373	0.19238351	0.083332	0.72284291	
Apple RGB	B - CIE1964	XYZScaling	红色	0.63984022	0.33356123	0.02659856	1.91820922	1.0	0.07974115	0.46925919	0.244634	0.0195074	
Apple RGB	B - CIE1964	XYZScaling	绿色	0.29692948	0.60466855	0.09840197	0.49106156	1.0	0.16273704	0.33001006	0.672034	0.10936482	
Apple RGB	B - CIE1964	XYZScaling	蓝色	0.19438436	0.08412649	0.72148915	2.31062002	1.0	8.576242	0.19254859	0.083332	0.7146754	
Apple RGB	B - CIE1931	VonKries	红色	0.64097914	0.33243933	0.02658153	1.9281086	1.0	0.07995904	0.4757714	0.2467555	0.01973033	
Apple RGB	B - CIE1931	VonKries	绿色	0.31848512	0.58499374	0.09652114	0.54442483	1.0	0.16499517	0.36498871	0.67041157	0.11061467	
Apple RGB	B - CIE1931	VonKries	蓝色	0.15713622	0.08665644	0.75620733	1.81332419	1.0	8.72649872	0.15020325	0.08283309	0.7228429	
Apple RGB	B - CIE1964	VonKries	红色	0.64150853	0.33223371	0.02625776	1.93089535	1.0	0.079034	0.47658907	0.24682284	0.0195074	
Apple RGB	B - CIE1964	VonKries	绿色	0.31973302	0.58485221	0.09541478	0.54669028	1.0	0.1631434	0.36647933	0.67036007	0.10936482	
Apple RGB	B - CIE1964	VonKries	蓝色	0.15719634	0.08752268	0.75528097	1.79606402	1.0	8.62954544	0.14874512	0.08281727	0.71467538	
Apple RGB	C - CIE1931	Bradford	红色	0.62482492	0.33767513	0.03749995	1.85037292	1.0	0.11105333	0.45615127	0.24651856	0.02737671	
Apple RGB	C - CIE1931	Bradford	绿色	0.28534271	0.58322934	0.13142795	0.48924614	1.0	0.22534523	0.32589554	0.66611774	0.15010645	
Apple RGB	C - CIE1931	Bradford	蓝色	0.153922	0.06767681	0.77840119	2.27436856	1.0	11.50174224	0.19869891	0.08736443	1.00484314	
Apple RGB	C - CIE1964	Bradford	红色	0.6247573	0.33825211	0.03699058	1.84701669	1.0	0.10935803	0.45422315	0.2459226	0.02689361	
Apple RGB	C - CIE1964	Bradford	绿色	0.28375684	0.5861694	0.13007376	0.48408676	1.0	0.22190472	0.32318388	0.66761561	0.14814706	
Apple RGB	C - CIE1964	Bradford	蓝色	0.15411859	0.06816461	0.7777168	2.26097668	1.0	11.40939301	0.19548932	0.08646233	0.98648275	
Apple RGB	C - CIE1931	XYZScaling	红色	0.63046587	0.33238478	0.03714935	1.89679523	1.0	0.11176611	0.4640206	0.244634	0.02734179	
Apple RGB	C - CIE1931	XYZScaling	绿色	0.28335592	0.58354167	0.13310241	0.48557958	1.0	0.22809409	0.32632599	0.672034	0.15328699	
Apple RGB	C - CIE1931	XYZScaling	蓝色	0.14928246	0.06533649	0.78538106	2.28482534	1.0	12.0205587	0.19039907	0.083332	1.0016972	
Apple RGB	C - CIE1964	XYZScaling	红色	0.629005	0.33429008	0.03670492	1.88161428	1.0	0.1097996	0.46030683	0.244634	0.02686072	
Apple RGB	C - CIE1964	XYZScaling	绿色	0.28238983	0.58624411	0.13136606	0.48169326	1.0	0.22408082	0.32371425	0.672034	0.15058993	
Apple RGB	C - CIE1964	XYZScaling	蓝色	0.15034487	0.06633236	0.78332277	2.2665388	1.0	11.80905936	0.18887521	0.083332	0.98407253	
Apple RGB	C - CIE1931	VonKries	红色	0.62495068	0.33738366	0.03766566	1.85234427	1.0	0.11164045	0.45365642	0.24490935	0.02734179	
Apple RGB	C - CIE1931	VonKries	绿色	0.28309132	0.58372323	0.13318545	0.48497525	1.0	0.22816541	0.32581798	0.67182394	0.15328698	
Apple RGB	C - CIE1931	VonKries	蓝色	0.15648097	0.06473677	0.77878226	2.41718859	1.0	12.02998422	0.20127133	0.08326671	1.00169718	
Apple RGB	C - CIE1964	VonKries	红色	0.62480841	0.33809708	0.0370945	1.8480148	1.0	0.10971553	0.45243365	0.24482144	0.02686072	
Apple RGB	C - CIE1964	VonKries	绿色	0.28197717	0.58655838	0.13146445	0.48073163	1.0	0.2241285	0.32299927	0.67189104	0.15058993	
Apple RGB	C - CIE1964	VonKries	蓝色	0.15611939	0.06584911	0.7780315	2.37086544	1.0	11.81536778	0.19746347	0.08328751	0.98407251	
Apple RGB	D50 - CIE1931	Bradford	红色	0.63475715	0.34059465	0.0246482	1.86367327	1.0	0.07236814	0.475555	0.2551708	0.01846624	
Apple RGB	D50 - CIE1931	Bradford	绿色	0.30178329	0.59750129	0.10071542	0.50507554	1.0	0.168561	0.3396994	0.67257148	0.11336932	
Apple RGB	D50 - CIE1931	Bradford	蓝色	0.16289636	0.07899974	0.75810389	2.06198605	1.0	9.59628326	0.14899435	0.07225769	0.69340529	
Apple RGB	D50 - CIE1964	Bradford	红色	0.63535012	0.34047585	0.02417403	1.86606518	1.0	0.07100071	0.47770105	0.25599377	0.01817574	
Apple RGB	D50 - CIE1964	Bradford	绿色	0.30357681	0.59684128	0.09958191	0.50863909	1.0	0.16684822	0.34190663	0.67219888	0.11215519	
