色彩空间	光源	适应算法	基色	归一化值x	归一化值y	归一化值z	相对值X	相对值Y	相对值Z	刺激值X	刺激值Y	刺激值Z
PAL/SECAM RGB	D75 - CIE1964	Bradford	红色	0.63599147	0.32959977	0.03440876	1.92958715	1.0	0.10439558	0.41953981	0.21742465	0.02269817	
PAL/SECAM RGB	D75 - CIE1964	Bradford	绿色	0.28037498	0.60017808	0.11944694	0.46715299	1.0	0.19901917	0.32987987	0.70614954	0.14053729	
PAL/SECAM RGB	D75 - CIE1964	Bradford	蓝色	0.14818784	0.05814145	0.79367071	2.54874704	1.0	13.65068718	0.19479011	0.07642583	1.04326509	
PAL/SECAM RGB	D75 - CIE1931	XYZScaling	红色	0.63741297	0.32891054	0.03367649	1.93795238	1.0	0.10238799	0.43026613	0.222021	0.02273228	
PAL/SECAM RGB	D75 - CIE1931	XYZScaling	绿色	0.28587541	0.59190633	0.12221827	0.48297407	1.0	0.20648245	0.34129121	0.706645	0.14590979	
PAL/SECAM RGB	D75 - CIE1931	XYZScaling	蓝色	0.13630687	0.0545633	0.80912983	2.49814174	1.0	14.82919386	0.17820244	0.071334	1.05782571	
PAL/SECAM RGB	D75 - CIE1964	XYZScaling	红色	0.63640737	0.33032223	0.03327041	1.92662593	1.0	0.10072106	0.42775141	0.222021	0.02236219	
PAL/SECAM RGB	D75 - CIE1964	XYZScaling	绿色	0.28524877	0.59408101	0.12067022	0.48015131	1.0	0.20312081	0.33929652	0.706645	0.1435343	
PAL/SECAM RGB	D75 - CIE1964	XYZScaling	蓝色	0.13743007	0.05533634	0.80723359	2.48354123	1.0	14.58776717	0.17716093	0.071334	1.04060378	
PAL/SECAM RGB	D75 - CIE1931	VonKries	红色	0.63410015	0.3318208	0.03407905	1.91097171	1.0	0.10270318	0.42297375	0.22133962	0.02273228	
PAL/SECAM RGB	D75 - CIE1931	VonKries	绿色	0.27655218	0.59970918	0.12373864	0.46114383	1.0	0.20633108	0.32610404	0.7071634	0.14590979	
PAL/SECAM RGB	D75 - CIE1931	VonKries	蓝色	0.1508892	0.05375681	0.79535399	2.80688533	1.0	14.79540937	0.20068356	0.07149689	1.05782569	
PAL/SECAM RGB	D75 - CIE1964	VonKries	红色	0.6342078	0.33222193	0.03357027	1.90898836	1.0	0.10104774	0.42246528	0.22130323	0.02236219	
PAL/SECAM RGB	D75 - CIE1964	VonKries	绿色	0.27619373	0.60168573	0.12212054	0.45903321	1.0	0.20296399	0.32462414	0.70719097	0.1435343	
PAL/SECAM RGB	D75 - CIE1964	VonKries	蓝色	0.15056247	0.05461659	0.79482094	2.75671666	1.0	14.55273744	0.19712097	0.07150571	1.04060376	
PAL/SECAM RGB	E - CIE1931	Bradford	红色	0.64611416	0.32836655	0.02551929	1.96766135	1.0	0.07771586	0.45779191	0.23265787	0.01808121	
PAL/SECAM RGB	E - CIE1931	Bradford	绿色	0.31381816	0.5857367	0.10044514	0.53576661	1.0	0.17148515	0.37485903	0.69966853	0.11998276	
PAL/SECAM RGB	E - CIE1931	Bradford	蓝色	0.15257403	0.06168556	0.78574041	2.47341566	1.0	12.73783412	0.16738714	0.06767449	0.86202643	
PAL/SECAM RGB	E - CIE1964	Bradford	红色	0.64611416	0.32836655	0.02551929	1.96766135	1.0	0.07771586	0.45779191	0.23265787	0.01808121	
PAL/SECAM RGB	E - CIE1964	Bradford	绿色	0.31381816	0.5857367	0.10044514	0.53576661	1.0	0.17148515	0.37485903	0.69966853	0.11998276	
PAL/SECAM RGB	E - CIE1964	Bradford	蓝色	0.15257403	0.06168556	0.78574041	2.47341566	1.0	12.73783412	0.16738714	0.06767449	0.86202643	
PAL/SECAM RGB	E - CIE1931	XYZScaling	红色	0.65317639	0.32009871	0.0267249	2.04054681	1.0	0.08348956	0.45304424	0.222021	0.01853644	
PAL/SECAM RGB	E - CIE1931	XYZScaling	绿色	0.3032611	0.59633381	0.10040509	0.50854253	1.0	0.16837062	0.35935903	0.706645	0.11897826	
PAL/SECAM RGB	E - CIE1931	XYZScaling	蓝色	0.16730153	0.06360326	0.76909521	2.63039238	1.0	12.09207199	0.18763641	0.071334	0.86257586	
PAL/SECAM RGB	E - CIE1964	XYZScaling	红色	0.65317639	0.32009871	0.0267249	2.04054681	1.0	0.08348956	0.45304424	0.222021	0.01853644	
PAL/SECAM RGB	E - CIE1964	XYZScaling	绿色	0.3032611	0.59633381	0.10040509	0.50854253	1.0	0.16837062	0.35935903	0.706645	0.11897826	
PAL/SECAM RGB	E - CIE1964	XYZScaling	蓝色	0.16730153	0.06360326	0.76909521	2.63039238	1.0	12.09207199	0.18763641	0.071334	0.86257586	
PAL/SECAM RGB	E - CIE1931	VonKries	红色	0.64988715	0.32331454	0.02679831	2.01007708	1.0	0.08288619	0.44952803	0.22363721	0.01853644	
PAL/SECAM RGB	E - CIE1931	VonKries	绿色	0.31769989	0.58382921	0.09847089	0.5441658	1.0	0.16866387	0.38386348	0.70541639	0.11897826	
PAL/SECAM RGB	E - CIE1931	VonKries	蓝色	0.15147283	0.06448699	0.78404018	2.34888965	1.0	12.15811343	0.16664555	0.07094652	0.86257584	
PAL/SECAM RGB	E - CIE1964	VonKries	红色	0.64988715	0.32331454	0.02679831	2.01007708	1.0	0.08288619	0.44952803	0.22363721	0.01853644	
PAL/SECAM RGB	E - CIE1964	VonKries	绿色	0.31769989	0.58382921	0.09847089	0.5441658	1.0	0.16866387	0.38386348	0.70541639	0.11897826	
PAL/SECAM RGB	E - CIE1964	VonKries	蓝色	0.15147283	0.06448699	0.78404018	2.34888965	1.0	12.15811343	0.16664555	0.07094652	0.86257584	
PAL/SECAM RGB	F1 - CIE1931	Bradford	红色	0.63982195	0.33130992	0.02886813	1.93118862	1.0	0.0871333	0.42503922	0.22009203	0.01917734	
PAL/SECAM RGB	F1 - CIE1931	Bradford	绿色	0.28487151	0.60792715	0.10720134	0.46859482	1.0	0.17633912	0.33314434	0.71094328	0.12536711	
PAL/SECAM RGB	F1 - CIE1931	Bradford	蓝色	0.15043476	0.06095914	0.7886061	2.46779669	1.0	12.93663469	0.17018974	0.06896425	0.89216525	
PAL/SECAM RGB	F1 - CIE1964	Bradford	红色	0.64146969	0.3304379	0.02809241	1.94127155	1.0	0.08501571	0.43360891	0.22336335	0.01898939	
PAL/SECAM RGB	F1 - CIE1964	Bradford	绿色	0.29257529	0.6016897	0.10573501	0.48625611	1.0	0.17573013	0.34416972	0.70779516	0.12438094	
PAL/SECAM RGB	F1 - CIE1964	Bradford	蓝色	0.1509121	0.06105027	0.78803763	2.4719318	1.0	12.90801274	0.17017129	0.06884142	0.88860588	
PAL/SECAM RGB	F1 - CIE1931	XYZScaling	红色	0.63549228	0.33547361	0.02903411	1.89431378	1.0	0.08654663	0.42057744	0.222021	0.01921517	
PAL/SECAM RGB	F1 - CIE1931	XYZScaling	绿色	0.28670515	0.60729942	0.10599543	0.47209851	1.0	0.1745357	0.33360605	0.706645	0.12333478	
PAL/SECAM RGB	F1 - CIE1931	XYZScaling	蓝色	0.15284039	0.06259105	0.78456857	2.44188885	1.0	12.53483648	0.1741897	0.071334	0.89416003	
PAL/SECAM RGB	F1 - CIE1964	XYZScaling	红色	0.6403962	0.33108071	0.02852309	1.9342601	1.0	0.08615146	0.42944636	0.222021	0.01912743	
PAL/SECAM RGB	F1 - CIE1964	XYZScaling	绿色	0.29113179	0.60394035	0.10492786	0.48205388	1.0	0.17373878	0.34064097	0.706645	0.12277164	
PAL/SECAM RGB	F1 - CIE1964	XYZScaling	蓝色	0.15611949	0.06261354	0.78126696	2.49338216	1.0	12.47760335	0.17786292	0.071334	0.89007736	
PAL/SECAM RGB	F1 - CIE1931	VonKries	红色	0.63931167	0.33192549	0.02876283	1.9260698	1.0	0.08665449	0.42709564	0.22174463	0.01921517	
PAL/SECAM RGB	F1 - CIE1931	VonKries	绿色	0.28609202	0.60784825	0.10605973	0.47066356	1.0	0.17448389	0.33269079	0.70685479	0.12333478	
PAL/SECAM RGB	F1 - CIE1931	VonKries	蓝色	0.14864641	0.06295524	0.78839836	2.36114446	1.0	12.52315779	0.16858695	0.07140052	0.89416001	
PAL/SECAM RGB	F1 - CIE1964	VonKries	红色	0.64205472	0.32957905	0.02836623	1.94810536	1.0	0.08606805	0.43293946	0.22223616	0.01912743	
PAL/SECAM RGB	F1 - CIE1964	VonKries	绿色	0.29446213	0.60108235	0.10445552	0.48988651	1.0	0.17377905	0.34609563	0.70648124	0.12277164	
PAL/SECAM RGB	F1 - CIE1964	VonKries	蓝色	0.14944567	0.06306661	0.78748771	2.36964795	1.0	12.48660192	0.16891465	0.07128259	0.89007734	
PAL/SECAM RGB	F2 - CIE1931	Bradford	红色	0.65415723	0.33049653	0.01534623	1.97931647	1.0	0.04643387	0.4776014	0.24129613	0.01120431	
PAL/SECAM RGB	F2 - CIE1931	Bradford	绿色	0.33074995	0.59339597	0.07585409	0.55738489	1.0	0.12783047	0.39312463	0.70530192	0.09015908	
PAL/SECAM RGB	F2 - CIE1931	Bradford	蓝色	0.16187294	0.07158547	0.7665416	2.26125426	1.0	10.70806192	0.12075629	0.05340235	0.57183565	
PAL/SECAM RGB	F2 - CIE1964	Bradford	红色	0.65613476	0.32874662	0.01511862	1.99586769	1.0	0.04598867	0.49364275	0.2473324	0.01137449	
PAL/SECAM RGB	F2 - CIE1964	Bradford	绿色	0.34435555	0.58039457	0.07524988	0.59331283	1.0	0.12965296	0.41434773	0.69836299	0.09054483	
PAL/SECAM RGB	F2 - CIE1964	Bradford	蓝色	0.16235406	0.0708194	0.76682655	2.29250831	1.0	10.82791703	0.12449653	0.05430581	0.58801885	
PAL/SECAM RGB	F2 - CIE1931	XYZScaling	红色	0.65699919	0.32474983	0.01825097	2.02309323	1.0	0.0562001	0.44916918	0.222021	0.0124776	
PAL/SECAM RGB	F2 - CIE1931	XYZScaling	绿色	0.31170543	0.61822669	0.07006788	0.50419277	1.0	0.11333687	0.3562853	0.706645	0.08008893	
PAL/SECAM RGB	F2 - CIE1931	XYZScaling	蓝色	0.22199484	0.08512419	0.69288097	2.60789362	1.0	8.13964801	0.18603148	0.071334	0.58063365	
PAL/SECAM RGB	F2 - CIE1964	XYZScaling	红色	0.66577848	0.31601958	0.01820194	2.10676334	1.0	0.0575975	0.4677457	0.222021	0.01278786	
PAL/SECAM RGB	F2 - CIE1964	XYZScaling	绿色	0.31991528	0.6093103	0.07077442	0.52504493	1.0	0.11615496	0.37102037	0.706645	0.08208032	
PAL/SECAM RGB	F2 - CIE1964	XYZScaling	蓝色	0.22522785	0.08293395	0.6918382	2.71574962	1.0	8.34203837	0.19372528	0.071334	0.59507096	
PAL/SECAM RGB	F2 - CIE1931	VonKries	红色	0.661789	0.32044155	0.01776945	2.06524094	1.0	0.05545303	0.46470422	0.22501211	0.0124776	
PAL/SECAM RGB	F2 - CIE1931	VonKries	绿色	0.34535344	0.58781076	0.06683579	0.58752487	1.0	0.11370291	0.41383497	0.70437014	0.08008893	
PAL/SECAM RGB	F2 - CIE1931	VonKries	蓝色	0.14779107	0.09240867	0.75980026	1.59932028	1.0	8.22217476	0.11294082	0.07061801	0.58063364	
PAL/SECAM RGB	F2 - CIE1964	VonKries	红色	0.66578296	0.31631211	0.01790493	2.10482915	1.0	0.05660526	0.47550793	0.22591284	0.01278785	
PAL/SECAM RGB	F2 - CIE1964	VonKries	绿色	0.35844067	0.5745427	0.06701664	0.62387124	1.0	0.11664344	0.43900928	0.70368571	0.08208032	
PAL/SECAM RGB	F2 - CIE1964	VonKries	蓝色	0.15057571	0.08986242	0.75956187	1.67562492	1.0	8.45249746	0.11796699	0.07040179	0.59507095	
PAL/SECAM RGB	F3 - CIE1931	Bradford	红色	0.66098859	0.3295344	0.00947701	2.0058258	1.0	0.02875879	0.50947808	0.25399916	0.00730471	
PAL/SECAM RGB	F3 - CIE1931	Bradford	绿色	0.3577883	0.58170836	0.06050334	0.61506474	1.0	0.10400976	0.43054875	0.70000558	0.07280741	
PAL/SECAM RGB	F3 - CIE1931	Bradford	蓝色	0.1735459	0.08183511	0.74461899	2.12067771	1.0	9.09901602	0.09754347	0.04599637	0.41852168	
PAL/SECAM RGB	F3 - CIE1964	Bradford	红色	0.66312007	0.32747434	0.00940559	2.02495278	1.0	0.02872162	0.52989662	0.26168345	0.00751597	
PAL/SECAM RGB	F3 - CIE1964	Bradford	绿色	0.37442784	0.56560933	0.05996283	0.66199021	1.0	0.10601458	0.457557	0.69118394	0.07327557	
PAL/SECAM RGB	F3 - CIE1964	Bradford	蓝色	0.17383626	0.080122	0.74604174	2.16964445	1.0	9.31132147	0.10226566	0.04713476	0.43888688	
PAL/SECAM RGB	F3 - CIE1931	XYZScaling	红色	0.67024236	0.31657937	0.01317827	2.11713848	1.0	0.04162708	0.4700492	0.222021	0.00924209	
PAL/SECAM RGB	F3 - CIE1931	XYZScaling	绿色	0.32739987	0.62050963	0.0520905	0.5276306	1.0	0.08394794	0.37284753	0.706645	0.05932139	
PAL/SECAM RGB	F3 - CIE1931	XYZScaling	蓝色	0.27967744	0.10247884	0.61784372	2.72912382	1.0	6.02898817	0.19467932	0.071334	0.43007184	
PAL/SECAM RGB	F3 - CIE1964	XYZScaling	红色	0.68062275	0.30609754	0.01327971	2.22354857	1.0	0.04338391	0.49367448	0.222021	0.00963214	
PAL/SECAM RGB	F3 - CIE1964	XYZScaling	绿色	0.3375586	0.60914663	0.05329477	0.55415	1.0	0.08749088	0.39158732	0.706645	0.06182499	
PAL/SECAM RGB	F3 - CIE1964	XYZScaling	蓝色	0.28240095	0.0985248	0.61907425	2.86629308	1.0	6.28343569	0.20446415	0.071334	0.4482226	
PAL/SECAM RGB	F3 - CIE1931	VonKries	红色	0.67351686	0.3137085	0.01277464	2.14695124	1.0	0.04072138	0.48726995	0.22695902	0.00924208	
PAL/SECAM RGB	F3 - CIE1931	VonKries	绿色	0.37799188	0.57359846	0.04840966	0.65898343	1.0	0.08439642	0.46319276	0.70288984	0.05932139	
PAL/SECAM RGB	F3 - CIE1931	VonKries	蓝色	0.14830555	0.11944204	0.73225241	1.24165278	1.0	6.13060852	0.0871039	0.07015157	0.43007183	
PAL/SECAM RGB	F3 - CIE1964	VonKries	红色	0.67819377	0.308768	0.01303823	2.19645097	1.0	0.04222664	0.50102306	0.22810573	0.00963214	
PAL/SECAM RGB	F3 - CIE1964	VonKries	绿色	0.39333158	0.55756508	0.04910334	0.70544514	1.0	0.08806746	0.49523554	0.7020185	0.06182499	
PAL/SECAM RGB	F3 - CIE1964	VonKries	蓝色	0.15281756	0.11426	0.73292245	1.33745457	1.0	6.41451486	0.09345638	0.0698763	0.44822259	
PAL/SECAM RGB	F4 - CIE1931	Bradford	红色	0.66610187	0.32806971	0.00582842	2.03036684	1.0	0.0177658	0.54006643	0.26599451	0.0047256	
PAL/SECAM RGB	F4 - CIE1931	Bradford	绿色	0.38294658	0.56700871	0.05004471	0.67538043	1.0	0.08826092	0.46776367	0.69259287	0.06112888	
PAL/SECAM RGB	F4 - CIE1931	Bradford	蓝色	0.18703529	0.09256888	0.72039582	2.02049857	1.0	7.78226772	0.08367825	0.04141466	0.32229994	
PAL/SECAM RGB	F4 - CIE1964	Bradford	红色	0.66820525	0.32595549	0.00583926	2.04998925	1.0	0.0179143	0.562972	0.27462193	0.00491966	
PAL/SECAM RGB	F4 - CIE1964	Bradford	绿色	0.40089093	0.54962656	0.04948251	0.72938783	1.0	0.09002932	0.49801346	0.68278279	0.06147047	
PAL/SECAM RGB	F4 - CIE1964	Bradford	蓝色	0.18684831	0.08976985	0.72338185	2.08141499	1.0	8.05818283	0.08866509	0.04259847	0.34326623	
PAL/SECAM RGB	F4 - CIE1931	XYZScaling	红色	0.68327327	0.30678563	0.0099411	2.22720101	1.0	0.03240405	0.4944854	0.222021	0.00719438	
PAL/SECAM RGB	F4 - CIE1931	XYZScaling	绿色	0.34254343	0.61712837	0.04032821	0.55506025	1.0	0.06534817	0.39223055	0.706645	0.04617796	
PAL/SECAM RGB	F4 - CIE1931	XYZScaling	蓝色	0.33523334	0.1167653	0.54800136	2.8710013	1.0	4.69318666	0.20480001	0.071334	0.33478378	
PAL/SECAM RGB	F4 - CIE1964	XYZScaling	红色	0.69402751	0.29585455	0.01011795	2.34584027	1.0	0.03419906	0.5208258	0.222021	0.00759291	
PAL/SECAM RGB	F4 - CIE1964	XYZScaling	绿色	0.35354921	0.60474283	0.04170796	0.58462738	1.0	0.06896809	0.41312402	0.706645	0.04873596	
PAL/SECAM RGB	F4 - CIE1964	XYZScaling	蓝色	0.33684992	0.11139457	0.5517555	3.02393473	1.0	4.95316318	0.21570936	0.071334	0.35332894	
PAL/SECAM RGB	F4 - CIE1931	VonKries	红色	0.68308062	0.30725732	0.00966206	2.22315493	1.0	0.03144614	0.50862263	0.22878416	0.00719438	
PAL/SECAM RGB	F4 - CIE1931	VonKries	绿色	0.40585752	0.55744727	0.03669521	0.7280644	1.0	0.06582723	0.51073891	0.70150237	0.04617796	
PAL/SECAM RGB	F4 - CIE1931	VonKries	蓝色	0.15135525	0.14626156	0.70238319	1.03482594	1.0	4.80224063	0.07214193	0.06971408	0.33478377	
PAL/SECAM RGB	F4 - CIE1964	VonKries	红色	0.68799186	0.30204012	0.00996802	2.2778161	1.0	0.03300229	0.52406202	0.23007214	0.00759291	
PAL/SECAM RGB	F4 - CIE1964	VonKries	绿色	0.42183965	0.54055363	0.03760672	0.78038447	1.0	0.06957075	0.5466778	0.70052368	0.04873596	
PAL/SECAM RGB	F4 - CIE1964	VonKries	蓝色	0.15729469	0.13835628	0.70434903	1.13688141	1.0	5.09083514	0.07890515	0.06940491	0.35332893	
PAL/SECAM RGB	F5 - CIE1931	Bradford	红色	0.63975082	0.3325182	0.02773097	1.9239573	1.0	0.08339686	0.4203301	0.21847164	0.01821985	
PAL/SECAM RGB	F5 - CIE1931	Bradford	绿色	0.28044526	0.61510854	0.1044462	0.45592809	1.0	0.16980125	0.32589693	0.71479897	0.12137376	
PAL/SECAM RGB	F5 - CIE1931	Bradford	蓝色	0.15091564	0.06196053	0.78712383	2.43567392	1.0	12.70363335	0.1625289	0.06672851	0.84769457	
PAL/SECAM RGB	F5 - CIE1964	Bradford	红色	0.64171577	0.33134376	0.02694046	1.93670696	1.0	0.08130669	0.43088892	0.22248535	0.01808955	
PAL/SECAM RGB	F5 - CIE1964	Bradford	绿色	0.29002804	0.60698171	0.10299025	0.47782007	1.0	0.16967603	0.33959493	0.71071718	0.12059167	
PAL/SECAM RGB	F5 - CIE1964	Bradford	蓝色	0.15145853	0.0619767	0.78656477	2.44379785	1.0	12.69129762	0.16323853	0.06679707	0.84774148	
PAL/SECAM RGB	F5 - CIE1931	XYZScaling	红色	0.63141667	0.34051758	0.02806574	1.85428509	1.0	0.08242084	0.41169023	0.222021	0.01829916	
PAL/SECAM RGB	F5 - CIE1931	XYZScaling	绿色	0.28380018	0.61412313	0.10207669	0.46212261	1.0	0.16621535	0.32655663	0.706645	0.11745525	
PAL/SECAM RGB	F5 - CIE1931	XYZScaling	蓝色	0.15594701	0.0652419	0.77881109	2.39028937	1.0	11.9372844	0.1705089	0.071334	0.85153425	
PAL/SECAM RGB	F5 - CIE1964	XYZScaling	红色	0.63771704	0.3347193	0.02756366	1.90522935	1.0	0.08234858	0.42300093	0.222021	0.01828311	
PAL/SECAM RGB	F5 - CIE1964	XYZScaling	绿色	0.28936693	0.60942593	0.10120714	0.47481888	1.0	0.16606963	0.33552839	0.706645	0.11735228	
PAL/SECAM RGB	F5 - CIE1964	XYZScaling	蓝色	0.15965644	0.06500776	0.7753358	2.45595971	1.0	11.92681908	0.17519343	0.071334	0.85078771	
PAL/SECAM RGB	F5 - CIE1931	VonKries	红色	0.63882063	0.33361924	0.02756013	1.91481955	1.0	0.08260954	0.42415903	0.22151384	0.01829916	
PAL/SECAM RGB	F5 - CIE1931	VonKries	绿色	0.28283361	0.61499966	0.10216673	0.4598923	1.0	0.16612485	0.32515764	0.70702997	0.11745525	
PAL/SECAM RGB	F5 - CIE1931	VonKries	蓝色	0.14729769	0.06601456	0.78668775	2.23129105	1.0	11.91688277	0.15943941	0.07145612	0.85153423	
PAL/SECAM RGB	F5 - CIE1964	VonKries	红色	0.64212087	0.33066126	0.02721787	1.94192953	1.0	0.08231347	0.43133304	0.2221157	0.01828311	
PAL/SECAM RGB	F5 - CIE1964	VonKries	绿色	0.29314133	0.60618023	0.10067844	0.48358775	1.0	0.16608665	0.34168984	0.70657258	0.11735227	
PAL/SECAM RGB	F5 - CIE1964	VonKries	蓝色	0.14841107	0.06585868	0.78573025	2.25347761	1.0	11.9305491	0.16069931	0.0713117	0.85078769	
PAL/SECAM RGB	F6 - CIE1931	Bradford	红色	0.65487254	0.33164468	0.01348278	1.97462094	1.0	0.04065429	0.47498615	0.24054548	0.00977921	
PAL/SECAM RGB	F6 - CIE1931	Bradford	绿色	0.3284923	0.6003057	0.071202	0.54720835	1.0	0.11860957	0.38809848	0.70923348	0.08412188	
PAL/SECAM RGB	F6 - CIE1931	Bradford	蓝色	0.16465838	0.07514718	0.76019444	2.19114515	1.0	10.11607424	0.11004152	0.05022101	0.50803945	
PAL/SECAM RGB	F6 - CIE1964	Bradford	红色	0.65720623	0.32954207	0.0132517	1.99430145	1.0	0.04021247	0.49398313	0.24769732	0.00996052	
PAL/SECAM RGB	F6 - CIE1964	Bradford	绿色	0.34469781	0.58481901	0.07048317	0.58940938	1.0	0.12052135	0.4132093	0.70105655	0.08449228	
PAL/SECAM RGB	F6 - CIE1964	Bradford	蓝色	0.16523505	0.07406804	0.7606969	2.23085484	1.0	10.2702442	0.11432473	0.05124705	0.5263197	
PAL/SECAM RGB	F6 - CIE1931	XYZScaling	红色	0.65405484	0.32939274	0.01655242	1.98563832	1.0	0.05025132	0.4408534	0.222021	0.01115685	
PAL/SECAM RGB	F6 - CIE1931	XYZScaling	绿色	0.31002304	0.62648851	0.06348845	0.4948583	1.0	0.10134016	0.34968914	0.706645	0.07161152	
PAL/SECAM RGB	F6 - CIE1931	XYZScaling	蓝色	0.23617715	0.09227069	0.67155217	2.55961189	1.0	7.27806626	0.18258735	0.071334	0.51917358	
PAL/SECAM RGB	F6 - CIE1964	XYZScaling	红色	0.6646189	0.31885684	0.01652426	2.08438026	1.0	0.05182343	0.46277619	0.222021	0.01150589	
PAL/SECAM RGB	F6 - CIE1964	XYZScaling	绿色	0.31987311	0.61577218	0.06435471	0.51946664	1.0	0.10451059	0.36707851	0.706645	0.07385189	
PAL/SECAM RGB	F6 - CIE1964	XYZScaling	蓝色	0.24005885	0.08934429	0.67059686	2.68689643	1.0	7.50576069	0.19166707	0.071334	0.53541593	
PAL/SECAM RGB	F6 - CIE1931	VonKries	红色	0.6624519	0.32159558	0.01595252	2.05989115	1.0	0.04960428	0.46330461	0.22491703	0.01115685	
PAL/SECAM RGB	F6 - CIE1931	VonKries	绿色	0.34541413	0.59418297	0.0604029	0.58132622	1.0	0.10165707	0.40951065	0.70444208	0.07161152	
PAL/SECAM RGB	F6 - CIE1931	VonKries	蓝色	0.14534872	0.10236018	0.7522911	1.41997327	1.0	7.34945075	0.10030853	0.07064114	0.51917357	
PAL/SECAM RGB	F6 - CIE1964	VonKries	红色	0.66719144	0.31668471	0.01612385	2.10680027	1.0	0.05091452	0.47610416	0.22598448	0.01150589	
PAL/SECAM RGB	F6 - CIE1964	VonKries	绿色	0.36104461	0.57826202	0.06069338	0.62436162	1.0	0.10495827	0.43932017	0.70363097	0.07385189	
PAL/SECAM RGB	F6 - CIE1964	VonKries	蓝色	0.14902553	0.09887037	0.75210409	1.50728198	1.0	7.60697124	0.10608989	0.0703849	0.53541592	
PAL/SECAM RGB	F7 - CIE1931	Bradford	红色	0.64005649	0.33002651	0.029917	1.93940929	1.0	0.09065029	0.43066459	0.22205967	0.02012977	
PAL/SECAM RGB	F7 - CIE1931	Bradford	绿色	0.29006403	0.60012257	0.10981339	0.48334132	1.0	0.18298494	0.3415874	0.70672088	0.12931928	
PAL/SECAM RGB	F7 - CIE1931	Bradford	蓝色	0.15003693	0.0600456	0.78991748	2.49871648	1.0	13.1552936	0.17795727	0.07121947	0.93691309	
PAL/SECAM RGB	F7 - CIE1964	Bradford	红色	0.64093535	0.32974349	0.02932116	1.9437392	1.0	0.08892112	0.43459497	0.22358708	0.01988161	
PAL/SECAM RGB	F7 - CIE1964	Bradford	绿色	0.29355294	0.59784654	0.10860052	0.49101722	1.0	0.18165284	0.34646253	0.7056016	0.12817453	
PAL/SECAM RGB	F7 - CIE1964	Bradford	蓝色	0.15034905	0.06022505	0.7894259	2.49645394	1.0	13.10793352	0.17677761	0.07081148	0.92819221	
PAL/SECAM RGB	F7 - CIE1931	XYZScaling	红色	0.63998361	0.3300808	0.02993559	1.93886955	1.0	0.09069169	0.43046976	0.222021	0.02013546	
PAL/SECAM RGB	F7 - CIE1931	XYZScaling	绿色	0.29002062	0.60020495	0.10977443	0.48320265	1.0	0.18289492	0.34145273	0.706645	0.12924178	
PAL/SECAM RGB	F7 - CIE1931	XYZScaling	蓝色	0.15024938	0.06011601	0.78963461	2.49932403	1.0	13.13518045	0.17828678	0.071334	0.93698496	
PAL/SECAM RGB	F7 - CIE1964	XYZScaling	红色	0.64200132	0.32848515	0.02951353	1.95443029	1.0	0.08984738	0.43392457	0.222021	0.019948	
PAL/SECAM RGB	F7 - CIE1964	XYZScaling	绿色	0.29196703	0.59942232	0.10861065	0.48708067	1.0	0.18119221	0.34419312	0.706645	0.12803857	
PAL/SECAM RGB	F7 - CIE1964	XYZScaling	蓝色	0.15239175	0.06048773	0.78712051	2.5193828	1.0	13.01289497	0.17971765	0.071334	0.92826185	
PAL/SECAM RGB	F7 - CIE1931	VonKries	红色	0.64007565	0.32999721	0.02992714	1.93963955	1.0	0.09068907	0.43065317	0.22202743	0.02013546	
PAL/SECAM RGB	F7 - CIE1931	VonKries	绿色	0.29014651	0.60009788	0.10975561	0.48349864	1.0	0.18289618	0.34165953	0.7066401	0.12924178	
PAL/SECAM RGB	F7 - CIE1931	VonKries	蓝色	0.14997005	0.06013455	0.7898954	2.49390823	1.0	13.13546669	0.17789657	0.07133244	0.93698494	
PAL/SECAM RGB	F7 - CIE1964	VonKries	红色	0.64148422	0.32898865	0.02952713	1.94986735	1.0	0.08975122	0.43337529	0.22225886	0.019948	
PAL/SECAM RGB	F7 - CIE1964	VonKries	绿色	0.29416093	0.5975415	0.10829757	0.49228536	1.0	0.18123858	0.34778197	0.70646418	0.12803857	
PAL/SECAM RGB	F7 - CIE1964	VonKries	蓝色	0.15020849	0.0605985	0.78919301	2.47874952	1.0	13.02331001	0.17667771	0.07127695	0.92826183	
PAL/SECAM RGB	F8 - CIE1931	Bradford	红色	0.64847639	0.33086873	0.02065488	1.95992046	1.0	0.06242622	0.45536121	0.23233658	0.01450389	
PAL/SECAM RGB	F8 - CIE1931	Bradford	绿色	0.31151526	0.59974003	0.08874471	0.51941716	1.0	0.14797197	0.36766276	0.70783716	0.10474006	
PAL/SECAM RGB	F8 - CIE1931	Bradford	蓝色	0.15593597	0.06609909	0.77796494	2.3591243	1.0	11.76967719	0.14113766	0.05982629	0.70413613	
PAL/SECAM RGB	F8 - CIE1964	Bradford	红色	0.64926701	0.33062753	0.02010546	1.9637415	1.0	0.06081001	0.45917091	0.23382452	0.01421887	
PAL/SECAM RGB	F8 - CIE1964	Bradford	绿色	0.31484192	0.59769103	0.08746705	0.52676366	1.0	0.14634158	0.37233835	0.70684138	0.10344029	
PAL/SECAM RGB	F8 - CIE1964	Bradford	蓝色	0.15645325	0.06646285	0.7770839	2.3539954	1.0	11.6920034	0.13967254	0.05933424	0.69373618	
