数据集,时间,确认,治愈,死亡,治愈/确认（千分比）,死亡/确认（千分比）,确认/人口（千分比）,死亡/人口（千分比）,治愈/人口（千分比）,确认/面积（千分比）,治愈/面积（千分比）,死亡/面积（千分比）,数据源,级别,洲,国家,省,市,区县,乡镇,村庄,建筑物,经度,纬度
COVID-19_Baidu,2020-05-27 23:59:00,326,152,0,466.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,检疫、隔离及搬运等相关人员,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,324,315,9,972.22,27.78,0.49,0.01,0.47,23.1,22.46,0.64,输入的数据,国家,欧洲,黑山,,,,,,,19.37439,42.708678
COVID-19_Baidu,2020-05-27 23:59:00,308,305,3,990.26,9.74,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,陕西,,,,,,108.954239,34.265472
COVID-19_Baidu,2020-05-27 23:59:00,296,211,24,712.84,81.08,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,石川,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,274,272,2,992.7,7.3,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,信阳,,,,,114.091023,32.146983
COVID-19_Baidu,2020-05-27 23:59:00,268,15,13,55.97,48.51,0.08,0.0,0.0,0.26,0.01,0.01,输入的数据,国家,非洲,毛里塔尼亚,,,,,,,-10.940835,21.00789
COVID-19_Baidu,2020-05-27 23:59:00,266,144,26,541.35,97.74,0.07,0.01,0.04,2.39,1.29,0.23,输入的数据,国家,非洲,利比里亚,,,,,,,-9.429499,6.428055
COVID-19_Baidu,2020-05-27 23:59:00,264,260,4,984.85,15.15,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,哈尔滨,,,,,126.534967,45.803775
COVID-19_Baidu,2020-05-27 23:59:00,261,164,2,628.35,7.66,0.19,0.0,0.12,15.03,9.45,0.12,输入的数据,国家,非洲,斯威士兰,,,,,,,31.465866,-26.522503
COVID-19_Baidu,2020-05-27 23:59:00,260,260,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,济宁,,,,,116.587098,35.414921
COVID-19_Baidu,2020-05-27 23:59:00,254,252,2,992.13,7.87,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,广西,,,,,,108.327546,22.815478
COVID-19_Baidu,2020-05-27 23:59:00,253,69,0,272.73,0.0,0.01,0.0,0.0,1.07,0.29,0.0,输入的数据,国家,非洲,乌干达,,,,,,,32.290275,1.373333
COVID-19_Baidu,2020-05-27 23:59:00,252,245,7,972.22,27.78,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖北,恩施州,,,,,109.488172,30.272156
COVID-19_Baidu,2020-05-27 23:59:00,249,10,49,40.16,196.79,0.01,0.0,0.0,0.47,0.02,0.09,输入的数据,国家,亚洲,也门,,,,,,,48.516388,15.552727
COVID-19_Baidu,2020-05-27 23:59:00,242,240,2,991.74,8.26,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,长沙,,,,,112.938814,28.228209
COVID-19_Baidu,2020-05-27 23:59:00,232,205,1,883.62,4.31,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,内蒙古,,,,,,111.765617,40.817498
COVID-19_Baidu,2020-05-27 23:59:00,230,230,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,南昌,,,,,115.858197,28.682892
COVID-19_Baidu,2020-05-27 23:59:00,227,180,21,792.95,92.51,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,富山,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,213,71,1,333.33,4.69,0.01,0.0,0.0,0.27,0.09,0.0,输入的数据,国家,非洲,莫桑比克,,,,,,,35.529562,-18.665695
COVID-19_Baidu,2020-05-27 23:59:00,208,118,3,567.31,14.42,0.02,0.0,0.01,1.85,1.05,0.03,输入的数据,国家,非洲,贝宁,,,,,,,2.315834,9.30769
COVID-19_Baidu,2020-05-27 23:59:00,206,124,6,601.94,29.13,0.0,0.0,0.0,0.3,0.18,0.01,输入的数据,国家,亚洲,缅甸,,,,,,,95.956223,21.913965
COVID-19_Baidu,2020-05-27 23:59:00,198,189,9,954.55,45.45,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,湖北,省直辖县级行政区划,潜江市,,,,112.896866,30.421215
COVID-19_Baidu,2020-05-27 23:59:00,198,198,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,山西,,,,,,112.562398,37.873531
COVID-19_Baidu,2020-05-27 23:59:00,197,195,0,989.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,广东,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,197,91,14,461.93,71.07,0.46,0.03,0.21,179.09,82.73,12.73,输入的数据,国家,北美洲,马提尼克,,,,,,,-61.02,14.64
COVID-19_Baidu,2020-05-27 23:59:00,192,188,3,979.17,15.63,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,天津,,,,,,117.200983,39.084158
COVID-19_Baidu,2020-05-27 23:59:00,187,187,0,1000.0,0.0,3.88,0.0,3.88,133.67,133.67,0.0,输入的数据,国家,欧洲,法罗群岛,,,,,,,-6.911806,61.892635
COVID-19_Baidu,2020-05-27 23:59:00,185,183,2,989.19,10.81,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,云南,,,,,,102.710002,25.045806
COVID-19_Baidu,2020-05-27 23:59:00,181,181,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,杭州,,,,,120.15507,30.274084
COVID-19_Baidu,2020-05-27 23:59:00,174,172,0,988.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,北京,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,174,173,1,994.25,5.75,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,合肥,,,,,117.227239,31.820586
COVID-19_Baidu,2020-05-27 23:59:00,170,143,5,841.18,29.41,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,美国,,关岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,169,162,6,958.58,35.5,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,海南,,,,,,110.349228,20.017377
COVID-19_Baidu,2020-05-27 23:59:00,168,145,9,863.1,53.57,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,茨城,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,167,145,3,868.26,17.96,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,广岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,161,115,14,714.29,86.96,0.36,0.03,0.26,90.45,64.61,7.87,输入的数据,国家,北美洲,瓜德罗普,,,,,,,-61.551,16.265
COVID-19_Baidu,2020-05-27 23:59:00,160,155,5,968.75,31.25,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,蚌埠,,,,,117.389719,32.916287
COVID-19_Baidu,2020-05-27 23:59:00,158,93,0,588.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,仁川,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,157,152,5,968.15,31.85,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,郑州,,,,,113.625368,34.746599
COVID-19_Baidu,2020-05-27 23:59:00,157,157,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,宁波,,,,,121.550357,29.874556
COVID-19_Baidu,2020-05-27 23:59:00,157,147,0,936.31,0.0,5.63,0.0,5.27,22428.57,21000.0,0.0,输入的数据,国家,欧洲,直布罗陀,,,,,,,-5.35,36.14
COVID-19_Baidu,2020-05-27 23:59:00,156,155,1,993.59,6.41,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,岳阳,,,,,113.128958,29.357104
COVID-19_Baidu,2020-05-27 23:59:00,156,153,3,980.77,19.23,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,南阳,,,,,112.528321,32.990833
COVID-19_Baidu,2020-05-27 23:59:00,155,129,0,832.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,内蒙古,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,155,155,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,阜阳,,,,,115.814204,32.890124
COVID-19_Baidu,2020-05-27 23:59:00,155,128,2,825.81,12.9,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,吉林,,,,,,125.32599,43.896536
COVID-19_Baidu,2020-05-27 23:59:00,150,139,7,926.67,46.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,岐阜,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,149,112,19,751.68,127.52,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,群马,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,149,147,2,986.58,13.42,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,辽宁,,,,,,123.42944,41.835441
COVID-19_Baidu,2020-05-27 23:59:00,148,43,0,290.54,0.0,0.33,0.0,0.1,582.68,169.29,0.0,输入的数据,国家,亚洲,蒙古,,,,,,,103.846656,46.862496
COVID-19_Baidu,2020-05-27 23:59:00,147,145,2,986.39,13.61,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,贵州,,,,,,106.70741,26.598194
COVID-19_Baidu,2020-05-27 23:59:00,146,146,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,台州,,,,,121.420757,28.656386
COVID-19_Baidu,2020-05-27 23:59:00,145,141,0,972.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,忠清南道,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,145,142,3,979.31,20.69,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,成都,,,,,104.066541,30.572269
COVID-19_Baidu,2020-05-27 23:59:00,144,135,3,937.5,20.83,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,釜山,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,142,134,6,943.66,42.25,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,冲绳,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,141,137,2,971.63,14.18,0.36,0.01,0.35,24.44,23.74,0.35,输入的数据,国家,亚洲,文莱,,,,,,,114.727669,4.535277
COVID-19_Baidu,2020-05-27 23:59:00,139,139,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,驻马店,,,,,114.022298,33.011529
COVID-19_Baidu,2020-05-27 23:59:00,139,137,2,985.61,14.39,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,甘肃,,,,,,103.826308,36.059421
COVID-19_Baidu,2020-05-27 23:59:00,139,62,11,446.04,79.14,0.19,0.01,0.08,0.65,0.29,0.05,输入的数据,国家,南美洲,圭亚那,,,,,,,-58.93018,4.860416
COVID-19_Baidu,2020-05-27 23:59:00,139,91,9,654.68,64.75,2.13,0.14,1.39,2622.64,1716.98,169.81,输入的数据,国家,北美洲,百慕大,,,,,,,-64.7505,32.3078
COVID-19_Baidu,2020-05-27 23:59:00,137,63,1,459.85,7.3,3.09,0.02,1.42,522.9,240.46,3.82,输入的数据,国家,北美洲,开曼群岛,,,,,,,-81.24,19.2
COVID-19_Baidu,2020-05-27 23:59:00,130,130,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,新余,,,,,114.917346,27.817808
COVID-19_Baidu,2020-05-27 23:59:00,124,122,0,983.87,0.0,0.01,0.0,0.01,0.68,0.67,0.0,输入的数据,国家,亚洲,柬埔寨,,,,,,,104.990963,12.565679
COVID-19_Baidu,2020-05-27 23:59:00,123,119,0,967.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,庆尚南道,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,123,123,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,上饶,,,,,117.943433,28.454862
COVID-19_Baidu,2020-05-27 23:59:00,122,109,8,893.44,65.57,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,福井,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,121,41,4,338.84,33.06,0.01,0.0,0.0,0.65,0.22,0.02,输入的数据,国家,亚洲,叙利亚,,,,,,,38.996815,34.802075
COVID-19_Baidu,2020-05-27 23:59:00,120,117,3,975.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,西安,,,,,108.940174,34.341568
COVID-19_Baidu,2020-05-27 23:59:00,118,114,4,966.1,33.9,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,万州区,,,,108.408661,30.807667
COVID-19_Baidu,2020-05-27 23:59:00,118,118,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,九江,,,,,116.00193,29.705077
COVID-19_Baidu,2020-05-27 23:59:00,116,108,8,931.03,68.97,0.09,0.01,0.08,22.62,21.06,1.56,输入的数据,国家,北美洲,特立尼达和多巴哥,,,,,,,-61.222503,10.691803
COVID-19_Baidu,2020-05-27 23:59:00,113,111,1,982.3,8.85,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,上海,外地来沪人员,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,108,108,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,亳州,,,,,115.778676,33.844582
COVID-19_Baidu,2020-05-27 23:59:00,106,106,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,宜春,,,,,114.416778,27.815619
COVID-19_Baidu,2020-05-27 23:59:00,103,0,3,0.0,29.13,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,美国,,大公主船,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,102,101,1,990.2,9.8,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,邵阳,,,,,111.467791,27.238892
COVID-19_Baidu,2020-05-27 23:59:00,101,37,4,366.34,39.6,0.01,0.0,0.0,0.85,0.31,0.03,输入的数据,国家,非洲,马拉维,,,,,,,34.301525,-13.254308
COVID-19_Baidu,2020-05-27 23:59:00,101,95,3,940.59,29.7,1.41,0.04,1.33,523.32,492.23,15.54,输入的数据,国家,北美洲,阿鲁巴岛,,,,,,,-69.968338,12.52111
COVID-19_Baidu,2020-05-27 23:59:00,100,89,1,890.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,滋贺,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,100,46,11,460.0,110.0,0.33,0.04,0.15,7.17,3.3,0.79,输入的数据,国家,北美洲,巴哈马,,,,,,,-77.39628,25.03428
COVID-19_Baidu,2020-05-27 23:59:00,99,98,1,989.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,东莞,,,,,113.751765,23.020536
COVID-19_Baidu,2020-05-27 23:59:00,98,97,1,989.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,珠海,,,,,113.576726,22.270715
COVID-19_Baidu,2020-05-27 23:59:00,98,90,4,918.37,40.82,2.97,0.12,2.73,49000.0,45000.0,2000.0,输入的数据,国家,欧洲,摩纳哥,,,,,,,7.42,43.74
COVID-19_Baidu,2020-05-27 23:59:00,93,93,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,南京,,,,,118.796877,32.060255
COVID-19_Baidu,2020-05-27 23:59:00,92,71,7,771.74,76.09,0.32,0.02,0.25,213.46,164.73,16.24,输入的数据,国家,北美洲,巴巴多斯,,,,,,,-59.54,13.19
COVID-19_Baidu,2020-05-27 23:59:00,91,82,2,901.1,21.98,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,奈良,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,91,88,3,967.03,32.97,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,商丘,,,,,115.65637,34.414172
COVID-19_Baidu,2020-05-27 23:59:00,89,89,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,佛山,,,,,113.121416,23.021548
COVID-19_Baidu,2020-05-27 23:59:00,88,86,1,977.27,11.36,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,宫城,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,87,87,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,苏州,,,,,120.585315,31.298886
COVID-19_Baidu,2020-05-27 23:59:00,87,21,1,241.38,11.49,0.11,0.0,0.03,40.09,9.68,0.46,输入的数据,国家,非洲,科摩罗,,,,,,,43.16,-11.4
COVID-19_Baidu,2020-05-27 23:59:00,83,83,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,安庆,,,,,117.063754,30.543494
COVID-19_Baidu,2020-05-27 23:59:00,82,74,0,902.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,新泻,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,82,82,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,常德,,,,,111.698497,29.031673
COVID-19_Baidu,2020-05-27 23:59:00,82,55,1,670.73,12.2,2.34,0.03,1.57,512.5,343.75,6.25,输入的数据,国家,欧洲,列支敦士登,,,,,,,9.56,47.17
COVID-19_Baidu,2020-05-27 23:59:00,81,71,0,876.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,福岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,81,45,4,555.56,49.38,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,爱媛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,80,80,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,株洲,,,,,113.134002,27.82755
COVID-19_Baidu,2020-05-27 23:59:00,79,79,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,徐州,,,,,117.284124,34.205768
COVID-19_Baidu,2020-05-27 23:59:00,78,78,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,甘孜,,,,,101.96231,30.04952
COVID-19_Baidu,2020-05-27 23:59:00,77,59,15,766.23,194.81,2.06,0.4,1.58,3666.67,2809.52,714.29,输入的数据,国家,北美洲,圣马丁岛,,,,,,,-63.05483,18.04248
COVID-19_Baidu,2020-05-27 23:59:00,77,40,3,519.48,38.96,0.01,0.0,0.01,0.04,0.02,0.0,输入的数据,国家,非洲,利比亚,,,,,,,17.228331,26.3351
COVID-19_Baidu,2020-05-27 23:59:00,76,64,0,842.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,长野,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,76,76,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,娄底,,,,,111.993497,27.700062
COVID-19_Baidu,2020-05-27 23:59:00,76,75,1,986.84,13.16,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,周口,,,,,114.696951,33.626149
COVID-19_Baidu,2020-05-27 23:59:00,76,75,1,986.84,13.16,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,赣州,,,,,114.935029,25.831829
COVID-19_Baidu,2020-05-27 23:59:00,76,73,3,960.53,39.47,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,新疆,,,,,,87.627704,43.793026
COVID-19_Baidu,2020-05-27 23:59:00,75,70,1,933.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,静冈,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,朝阳区,,,,116.601144,39.948574
COVID-19_Baidu,2020-05-27 23:59:00,75,75,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,宁夏,,,,,,106.258754,38.471317
COVID-19_Baidu,2020-05-27 23:59:00,74,69,3,932.43,40.54,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,高知,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,72,72,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,抚州,,,,,116.358181,27.949217
COVID-19_Baidu,2020-05-27 23:59:00,72,71,1,986.11,13.89,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,福州,,,,,119.296494,26.074507
COVID-19_Baidu,2020-05-27 23:59:00,71,18,4,253.52,56.34,0.01,0.0,0.0,0.06,0.01,0.0,输入的数据,国家,非洲,安哥拉,,,,,,,17.873887,-11.202692
COVID-19_Baidu,2020-05-27 23:59:00,69,65,0,942.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,山形,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,69,61,6,884.06,86.96,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,美国,,美属维尔京群岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,69,69,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,六安,,,,,116.521854,31.733699
COVID-19_Baidu,2020-05-27 23:59:00,67,67,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,中山,,,,,113.392782,22.517645
COVID-19_Baidu,2020-05-27 23:59:00,66,66,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,淮安,,,,,119.015285,33.610353
COVID-19_Baidu,2020-05-27 23:59:00,65,47,0,723.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,栃木,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,65,64,1,984.62,15.38,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,青岛,,,,,120.382639,36.067082
COVID-19_Baidu,2020-05-27 23:59:00,64,64,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,山西,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,海淀区,,,,116.329519,39.972134
COVID-19_Baidu,2020-05-27 23:59:00,63,54,3,857.14,47.62,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,和歌山,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,63,63,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,陕西,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,62,62,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,惠州,,,,,114.416196,23.111847
COVID-19_Baidu,2020-05-27 23:59:00,61,60,0,983.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,福建,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,61,60,1,983.61,16.39,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,浦东新区,,,,121.544379,31.221517
COVID-19_Baidu,2020-05-27 23:59:00,60,57,1,950.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,山梨,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,60,57,1,950.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,大分,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,60,46,0,766.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,忠清北道,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,60,58,2,966.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,宝坻区,,,,117.309863,39.717379
COVID-19_Baidu,2020-05-27 23:59:00,60,60,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,益阳,,,,,112.35518,28.55386
COVID-19_Baidu,2020-05-27 23:59:00,60,60,0,1000.0,0.0,0.22,0.0,0.22,14.4,14.4,0.0,输入的数据,国家,大洋洲,法属玻利尼西亚,,,,,,,-149.41,-17.68
COVID-19_Baidu,2020-05-27 23:59:00,58,57,1,982.76,17.24,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,平顶山,,,,,113.192661,33.766169
COVID-19_Baidu,2020-05-27 23:59:00,58,57,1,982.76,17.24,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,唐山,,,,,118.180193,39.630867
COVID-19_Baidu,2020-05-27 23:59:00,57,54,3,947.37,52.63,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,新乡,,,,,113.9268,35.303004
COVID-19_Baidu,2020-05-27 23:59:00,56,48,3,857.14,53.57,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,江原道,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,56,55,0,982.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,天津,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,56,56,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,莆田,,,,,119.007777,25.454084
COVID-19_Baidu,2020-05-27 23:59:00,56,25,4,446.43,71.43,0.0,0.0,0.0,0.14,0.06,0.01,输入的数据,国家,非洲,津巴布韦,,,,,,,29.154857,-19.015438
COVID-19_Baidu,2020-05-27 23:59:00,55,55,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,南宁,,,,,108.366543,22.817002
COVID-19_Baidu,2020-05-27 23:59:00,55,55,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,金华,,,,,119.647444,29.079059
