数据集,时间,确认,治愈,死亡,治愈/确认（千分比）,死亡/确认（千分比）,确认/人口（千分比）,死亡/人口（千分比）,治愈/人口（千分比）,确认/面积（千分比）,治愈/面积（千分比）,死亡/面积（千分比）,数据源,级别,洲,国家,省,市,区县,乡镇,村庄,建筑物,经度,纬度
COVID-19_Baidu,2020-05-27 23:59:00,55,55,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,无锡,,,,,120.31191,31.491169
COVID-19_Baidu,2020-05-27 23:59:00,54,53,1,981.48,18.52,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,海南,三亚,,,,,109.511909,18.252847
COVID-19_Baidu,2020-05-27 23:59:00,53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,西城区,,,,116.365868,39.912289
COVID-19_Baidu,2020-05-27 23:59:00,53,53,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,昆明,,,,,102.832891,24.880095
COVID-19_Baidu,2020-05-27 23:59:00,53,53,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,安阳,,,,,114.392392,36.097577
COVID-19_Baidu,2020-05-27 23:59:00,52,49,3,942.31,57.69,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,双鸭山,,,,,131.159133,46.646508
COVID-19_Baidu,2020-05-27 23:59:00,51,51,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,常州,,,,,119.973987,31.810689
COVID-19_Baidu,2020-05-27 23:59:00,50,42,1,840.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,蔚山,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,50,50,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,浙江,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,49,49,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,临沂,,,,,118.356448,35.104672
COVID-19_Baidu,2020-05-27 23:59:00,48,37,3,770.83,62.5,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,熊本,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,48,48,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,衡阳,,,,,112.571997,26.89323
COVID-19_Baidu,2020-05-27 23:59:00,48,48,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,连云港,,,,,119.221611,34.596653
COVID-19_Baidu,2020-05-27 23:59:00,48,22,1,458.33,20.83,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,吉林,,,,,126.549576,43.837883
COVID-19_Baidu,2020-05-27 23:59:00,48,45,3,937.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,沧州,,,,,116.838834,38.304477
COVID-19_Baidu,2020-05-27 23:59:00,47,34,0,723.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,佐贺,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,47,47,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,世宗,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,47,47,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,甘肃,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,47,47,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,烟台,,,,,121.447935,37.463822
COVID-19_Baidu,2020-05-27 23:59:00,47,47,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,济南,,,,,117.119999,36.651216
COVID-19_Baidu,2020-05-27 23:59:00,47,47,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,泉州,,,,,118.675675,24.874132
COVID-19_Baidu,2020-05-27 23:59:00,47,43,4,914.89,85.11,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,绥化,,,,,126.968887,46.653845
COVID-19_Baidu,2020-05-27 23:59:00,46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,美国,,钻石公主船,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,46,46,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,嘉兴,,,,,120.755486,30.746129
COVID-19_Baidu,2020-05-27 23:59:00,46,46,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,鸡西,,,,,130.969333,45.295075
COVID-19_Baidu,2020-05-27 23:59:00,45,40,1,888.89,22.22,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,三重,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,45,40,1,888.89,22.22,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,大田,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,45,45,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,长春,,,,,125.323544,43.817071
COVID-19_Baidu,2020-05-27 23:59:00,45,45,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,澳门,,,,,,113.543028,22.186835
COVID-19_Baidu,2020-05-27 23:59:00,44,43,1,977.27,22.73,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,北海,,,,,109.119927,21.481254
COVID-19_Baidu,2020-05-27 23:59:00,44,44,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,永州,,,,,111.613445,26.420394
COVID-19_Baidu,2020-05-27 23:59:00,44,44,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,潍坊,,,,,119.161755,36.706774
COVID-19_Baidu,2020-05-27 23:59:00,43,3,0,69.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,丰台区,,,,116.287149,39.858427
COVID-19_Baidu,2020-05-27 23:59:00,43,42,1,976.74,23.26,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,齐齐哈尔,,,,,123.918186,47.354348
COVID-19_Baidu,2020-05-27 23:59:00,42,42,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,达州,,,,,107.468023,31.209571
COVID-19_Baidu,2020-05-27 23:59:00,42,42,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,绍兴,,,,,120.580232,30.029752
COVID-19_Baidu,2020-05-27 23:59:00,42,20,1,476.19,23.81,0.0,0.0,0.0,1.51,0.72,0.04,输入的数据,国家,非洲,布隆迪,,,,,,,29.918886,-3.373056
COVID-19_Baidu,2020-05-27 23:59:00,41,41,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,宿州,,,,,116.964356,33.646373
COVID-19_Baidu,2020-05-27 23:59:00,41,41,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,张家口,,,,,114.887543,40.824418
COVID-19_Baidu,2020-05-27 23:59:00,40,40,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,怀化,,,,,109.998488,27.554978
COVID-19_Baidu,2020-05-27 23:59:00,40,40,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,南通,,,,,120.894291,31.980171
COVID-19_Baidu,2020-05-27 23:59:00,39,16,0,410.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,大兴区,,,,116.341014,39.784747
COVID-19_Baidu,2020-05-27 23:59:00,39,39,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,南充,,,,,106.110698,30.837793
COVID-19_Baidu,2020-05-27 23:59:00,39,39,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,海南,海口,,,,,110.198293,20.044001
COVID-19_Baidu,2020-05-27 23:59:00,39,39,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,郴州,,,,,113.014717,25.770509
COVID-19_Baidu,2020-05-27 23:59:00,39,38,1,974.36,25.64,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,许昌,,,,,113.85264,34.035506
COVID-19_Baidu,2020-05-27 23:59:00,39,39,0,1000.0,0.0,0.01,0.0,0.01,0.32,0.32,0.0,输入的数据,国家,非洲,厄立特里亚,,,,,,,39.782334,15.179384
COVID-19_Baidu,2020-05-27 23:59:00,38,38,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,聊城,,,,,115.985371,36.456703
COVID-19_Baidu,2020-05-27 23:59:00,38,37,1,973.68,26.32,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,威海,,,,,122.120419,37.513068
COVID-19_Baidu,2020-05-27 23:59:00,38,38,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,马鞍山,,,,,118.506759,31.670452
COVID-19_Baidu,2020-05-27 23:59:00,37,35,0,945.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,山口,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,37,35,2,945.95,54.05,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,德州,,,,,116.357464,37.434092
COVID-19_Baidu,2020-05-27 23:59:00,37,37,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,泰州,,,,,119.923116,32.455778
COVID-19_Baidu,2020-05-27 23:59:00,37,37,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,晋中,,,,,112.752694,37.687024
COVID-19_Baidu,2020-05-27 23:59:00,36,36,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,浙江,省十里丰监狱,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,36,34,2,944.44,55.56,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,兰州,,,,,103.834303,36.061089
COVID-19_Baidu,2020-05-27 23:59:00,36,35,1,972.22,27.78,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,贵阳,,,,,106.630153,26.647661
COVID-19_Baidu,2020-05-27 23:59:00,36,36,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,湘潭,,,,,112.944049,27.829738
COVID-19_Baidu,2020-05-27 23:59:00,36,36,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,漯河,,,,,114.016539,33.581412
COVID-19_Baidu,2020-05-27 23:59:00,35,33,2,942.86,57.14,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,泰安,,,,,117.087614,36.200252
COVID-19_Baidu,2020-05-27 23:59:00,35,35,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,厦门,,,,,118.089425,24.479833
COVID-19_Baidu,2020-05-27 23:59:00,35,20,1,571.43,28.57,0.02,0.0,0.01,0.06,0.03,0.0,输入的数据,国家,非洲,博茨瓦纳,,,,,,,24.684866,-22.328474
COVID-19_Baidu,2020-05-27 23:59:00,34,34,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,宁夏,银川,,,,,106.230909,38.487193
COVID-19_Baidu,2020-05-27 23:59:00,34,34,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,芜湖,,,,,118.432941,31.352859
COVID-19_Baidu,2020-05-27 23:59:00,33,33,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,萍乡,,,,,113.854556,27.622768
COVID-19_Baidu,2020-05-27 23:59:00,32,32,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,遵义,,,,,106.927389,27.725654
COVID-19_Baidu,2020-05-27 23:59:00,32,32,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,桂林,,,,,110.290194,25.273566
COVID-19_Baidu,2020-05-27 23:59:00,32,31,1,968.75,31.25,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,焦作,,,,,113.241823,35.215892
COVID-19_Baidu,2020-05-27 23:59:00,32,32,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,保定,,,,,115.464806,38.873891
COVID-19_Baidu,2020-05-27 23:59:00,32,32,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,邯郸,,,,,114.538961,36.625657
COVID-19_Baidu,2020-05-27 23:59:00,31,30,1,967.74,32.26,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,洛阳,,,,,112.45404,34.619682
COVID-19_Baidu,2020-05-27 23:59:00,31,31,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,沈阳,,,,,123.431474,41.805698
COVID-19_Baidu,2020-05-27 23:59:00,30,30,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,光州市,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,30,30,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,广安,,,,,106.633212,30.455961
COVID-19_Baidu,2020-05-27 23:59:00,30,29,1,966.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,淄博,,,,,118.054927,36.813487
COVID-19_Baidu,2020-05-27 23:59:00,30,30,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,廊坊,,,,,116.683752,39.538047
COVID-19_Baidu,2020-05-27 23:59:00,29,10,0,344.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,昌平区,,,,116.231204,40.22066
COVID-19_Baidu,2020-05-27 23:59:00,29,29,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,铜陵,,,,,117.812079,30.945429
COVID-19_Baidu,2020-05-27 23:59:00,29,29,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,石家庄,,,,,114.514859,38.042306
COVID-19_Baidu,2020-05-27 23:59:00,28,28,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,香川,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,28,28,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,江北区,,,,106.574271,29.606703
COVID-19_Baidu,2020-05-27 23:59:00,28,28,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,宁夏,吴忠,,,,,106.198393,37.99746
COVID-19_Baidu,2020-05-27 23:59:00,28,27,1,964.29,35.71,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,河池,,,,,108.085261,24.692931
COVID-19_Baidu,2020-05-27 23:59:00,27,24,1,888.89,37.04,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,青森,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,27,27,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,淮北,,,,,116.798265,33.955844
COVID-19_Baidu,2020-05-27 23:59:00,27,27,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,淮南,,,,,116.999932,32.625478
COVID-19_Baidu,2020-05-27 23:59:00,27,27,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,盐城,,,,,120.163561,33.347382
COVID-19_Baidu,2020-05-27 23:59:00,27,26,1,962.96,37.04,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,大庆,,,,,125.103784,46.589309
COVID-19_Baidu,2020-05-27 23:59:00,27,6,0,222.22,0.0,0.04,0.0,0.01,0.57,0.13,0.0,输入的数据,国家,亚洲,不丹,,,,,,,90.433601,27.514162
COVID-19_Baidu,2020-05-27 23:59:00,26,26,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,安康,,,,,109.029022,32.684714
COVID-19_Baidu,2020-05-27 23:59:00,26,26,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,汉中,,,,,107.023323,33.06748
COVID-19_Baidu,2020-05-27 23:59:00,26,26,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,开封,,,,,114.307581,34.797239
COVID-19_Baidu,2020-05-27 23:59:00,26,26,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,宁德,,,,,119.547932,26.665617
COVID-19_Baidu,2020-05-27 23:59:00,25,25,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,冈山,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,25,24,0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,山东,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,25,2,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,北京,外地来京人员,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,25,25,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,云阳县,,,,108.697324,30.930613
COVID-19_Baidu,2020-05-27 23:59:00,25,25,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,昭通,,,,,103.717465,27.338257
COVID-19_Baidu,2020-05-27 23:59:00,25,25,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,汕头,,,,,116.681972,23.354091
COVID-19_Baidu,2020-05-27 23:59:00,25,25,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,牡丹江,,,,,129.633168,44.551653
COVID-19_Baidu,2020-05-27 23:59:00,25,18,1,720.0,40.0,0.02,0.0,0.01,2.21,1.59,0.09,输入的数据,国家,非洲,冈比亚,,,,,,,-15.310139,13.443182
COVID-19_Baidu,2020-05-27 23:59:00,25,19,3,760.0,120.0,0.29,0.03,0.22,56.43,42.89,6.77,输入的数据,国家,北美洲,安提瓜和巴布达,,,,,,,-61.48,17.2
COVID-19_Baidu,2020-05-27 23:59:00,24,20,0,833.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,岛根,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,24,21,0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,四川,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,24,24,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,巴中,,,,,106.747477,31.867903
COVID-19_Baidu,2020-05-27 23:59:00,24,24,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,泸州,,,,,105.442258,28.87181
COVID-19_Baidu,2020-05-27 23:59:00,24,24,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,柳州,,,,,109.415953,24.325502
COVID-19_Baidu,2020-05-27 23:59:00,24,24,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,枣庄,,,,,117.323725,34.810487
COVID-19_Baidu,2020-05-27 23:59:00,24,24,0,1000.0,0.0,0.02,0.0,0.02,1.6,1.6,0.0,输入的数据,国家,亚洲,东帝汶,,,,,,,125.727539,-8.874217
COVID-19_Baidu,2020-05-27 23:59:00,23,23,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,合川区,,,,106.27613,29.972084
COVID-19_Baidu,2020-05-27 23:59:00,23,23,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,綦江区,,,,106.651362,29.028067
COVID-19_Baidu,2020-05-27 23:59:00,23,23,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,新疆,乌鲁木齐,,,,,87.616848,43.825592
COVID-19_Baidu,2020-05-27 23:59:00,23,23,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,毕节,,,,,105.283992,27.302589
COVID-19_Baidu,2020-05-27 23:59:00,23,23,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,江门,,,,,113.081901,22.578738
COVID-19_Baidu,2020-05-27 23:59:00,23,23,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,扬州,,,,,119.412966,32.39421
COVID-19_Baidu,2020-05-27 23:59:00,23,22,1,956.52,43.48,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,邢台,,,,,114.504844,37.070589
COVID-19_Baidu,2020-05-27 23:59:00,23,18,0,782.61,0.0,0.21,0.0,0.17,66.86,52.33,0.0,输入的数据,国家,北美洲,格林纳达,,,,,,,-61.68,12.12
COVID-19_Baidu,2020-05-27 23:59:00,22,13,2,590.91,90.91,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,美国,,北马里亚纳群岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,22,22,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,江苏,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,22,22,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,奉节县,,,,109.463987,31.018498
COVID-19_Baidu,2020-05-27 23:59:00,22,22,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,长寿区,,,,107.081283,29.857996
COVID-19_Baidu,2020-05-27 23:59:00,22,21,1,954.55,45.45,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,宝山区,,,,121.489612,31.405457
COVID-19_Baidu,2020-05-27 23:59:00,22,22,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,内江,,,,,105.058433,29.580228
COVID-19_Baidu,2020-05-27 23:59:00,22,22,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,绵阳,,,,,104.679114,31.46745
COVID-19_Baidu,2020-05-27 23:59:00,22,22,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,湛江,,,,,110.359377,21.270707
COVID-19_Baidu,2020-05-27 23:59:00,22,22,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,吉安,,,,,114.992509,27.113443
COVID-19_Baidu,2020-05-27 23:59:00,22,14,0,636.36,0.0,0.01,0.0,0.01,0.03,0.02,0.0,输入的数据,国家,非洲,纳米比亚,,,,,,,18.49041,-22.95764
COVID-19_Baidu,2020-05-27 23:59:00,21,19,0,904.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,全罗北道,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,21,21,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,辽宁,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,21,21,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,忠县,,,,108.039002,30.29956
COVID-19_Baidu,2020-05-27 23:59:00,21,20,1,952.38,47.62,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,开州区,,,,108.393135,31.160711
COVID-19_Baidu,2020-05-27 23:59:00,21,20,1,952.38,47.62,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,九龙坡区,,,,106.53192,29.51419
COVID-19_Baidu,2020-05-27 23:59:00,21,21,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,太原,,,,,112.548879,37.87059
COVID-19_Baidu,2020-05-27 23:59:00,20,20,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,垫江县,,,,107.33339,30.327717
COVID-19_Baidu,2020-05-27 23:59:00,20,20,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,渝中区,,,,106.568892,29.55275
COVID-19_Baidu,2020-05-27 23:59:00,20,20,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,南平,,,,,118.177708,26.641768
COVID-19_Baidu,2020-05-27 23:59:00,20,20,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,漳州,,,,,117.647481,24.512948
COVID-19_Baidu,2020-05-27 23:59:00,19,19,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,吉林,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,19,19,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,闵行区,,,,121.381709,31.112813
COVID-19_Baidu,2020-05-27 23:59:00,19,1,0,52.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,通州区,,,,116.656435,39.909946
